iso3,country_name,income_group,gdp_usd,actual_contribution_usd,adjusted_target_usd,gap_usd,giving_rate,p_donate,pred_donation_usd,expected_contribution,donor_segment,imr,unga_alignment_score,wb_vote_share_score,ifc_presence_score,alignment_score,excluded_components
MDV,Maldives,UMC,7061608267.25451,0.0,91136.84654264913,91136.84654264913,0.0,0.1457616450113703,9114330.080748124,91136.84654264913,Low Probability,1.5691867015485967,,0.0,0,0.0,unga_alignment_score
GUM,Guam,HIC,6910000000.0,0.0,90996.93920584366,90996.93920584366,0.0,0.14873104275473892,9835221.4391651,90996.93920584366,Low Probability,1.5587877396456542,,0.0,0,0.0,unga_alignment_score
PSE,West Bank and Gaza,LMC,13711100000.0,0.0,88267.91631073064,88267.91631073064,0.0,0.07270821150410765,12004787.902100442,88267.91631073064,Low Probability,1.9012656137708681,,0.0,0,0.0,unga_alignment_score
TCD,Chad,LIC,19518819751.283,0.0,85945.75677740856,85945.75677740856,0.0,0.04973060836847677,13476624.741910644,85945.75677740856,Low Probability,2.064969273649941,,0.0,0,0.0,unga_alignment_score
NER,Niger,LIC,19876128485.7857,0.0,85410.3949614318,85410.3949614318,0.0,0.04853240580382614,13532969.850590345,85410.3949614318,Low Probability,2.075131795091842,,0.0,0,0.0,unga_alignment_score
NCL,New Caledonia,HIC,8548919387.12607,0.0,85289.60995265917,85289.60995265917,0.0,0.11267765292256166,10125078.191675484,85289.60995265917,Low Probability,1.6977707939281645,,0.0,0,0.0,unga_alignment_score
YEM,"Yemen, Rep.",LIC,21606160663.0318,0.0,82883.10561623405,82883.10561623405,0.0,0.04332527221652746,13794870.244878117,82883.10561623405,Low Probability,2.1219142977283147,,0.0,0,0.0,unga_alignment_score
RWA,Rwanda,LIC,14251642235.0968,0.0,79903.96539808919,79903.96539808919,0.0,0.0633222454281613,11855791.225551724,79903.96539808919,Low Probability,1.962069238791069,,0.0,0,0.0,unga_alignment_score
IMN,Isle of Man,HIC,7431257410.92713,0.0,79287.13729614372,79287.13729614372,0.0,0.12050174007166248,9362904.231224708,79287.13729614372,Low Probability,1.6649501742809192,,0.0,0,0.0,unga_alignment_score
TJK,Tajikistan,LMC,14204575548.5536,0.0,76811.18111831057,76811.18111831057,0.0,0.06107297387197571,13317502.447761012,76811.18111831057,Low Probability,1.9777387453029562,,0.0,0,0.0,unga_alignment_score
LAO,Lao PDR,LMC,16502933121.3379,0.0,74156.73049152172,74156.73049152172,0.0,0.05075073307231057,12777242.303852174,74156.73049152172,Low Probability,2.0564779773079214,,0.0,0,0.0,unga_alignment_score
MRT,Mauritania,LMC,10908045686.8808,0.0,72868.3337333525,72868.3337333525,0.0,0.07544748651004463,10177880.22119725,72868.3337333525,Low Probability,1.8847398849691774,,0.0,0,0.0,unga_alignment_score
ABW,Aruba,HIC,4265650673.00236,0.0,71678.6356115813,71678.6356115813,0.0,0.1897830093054016,7641499.025332789,71678.6356115813,Low Probability,1.4288670749850512,,0.0,0,0.0,unga_alignment_score
MDG,Madagascar,LIC,17420501490.1231,0.0,70562.54602207408,70562.54602207408,0.0,0.04574740617577414,12211881.840479048,70562.54602207408,Low Probability,2.099594589766202,,0.0,0,0.0,unga_alignment_score
BRB,Barbados,HIC,7498050000.0,0.0,65827.03499726107,65827.03499726107,0.0,0.09915368230444016,8576827.318283666,65827.03499726107,Low Probability,1.7590036321638778,,0.0,0,0.0,unga_alignment_score
PYF,French Polynesia,HIC,6323716355.05009,0.0,65570.64190592973,65570.64190592973,0.0,0.11710891008229013,8120339.977945377,65570.64190592973,Low Probability,1.6789711369116205,,0.0,0,0.0,unga_alignment_score
SOM,"Somalia, Fed. Rep.",LIC,11967000000.0,0.0,63968.222577275985,63968.222577275985,0.0,0.06037148771560202,9384066.979370547,63968.222577275985,Low Probability,1.9827234792427109,,0.0,0,0.0,unga_alignment_score
AFG,Afghanistan,LIC,17152234636.8715,0.0,62080.154531049324,62080.154531049324,0.0,0.040877560113980825,11212197.421241142,62080.154531049324,Low Probability,2.1455699402612365,,0.0,0,0.0,unga_alignment_score
FRO,Faroe Islands,HIC,4052937169.76536,0.0,60777.70456575397,60777.70456575397,0.0,0.1693664201984867,6894854.498326031,60777.70456575397,Low Probability,1.4905446102826734,,0.0,0,0.0,unga_alignment_score
DJI,Djibouti,LMC,4152145939.98458,0.0,55382.6344116369,55382.6344116369,0.0,0.15064471013331837,6605338.738126027,55382.6344116369,Low Probability,1.5521692308830615,,0.0,0,0.0,unga_alignment_score
TGO,Togo,LIC,10651180146.531,0.0,53233.911389844,53233.911389844,0.0,0.05644734671414374,8768893.318945406,53233.911389844,Low Probability,2.011530773828001,,0.0,0,0.0,unga_alignment_score
CUW,Curacao,HIC,3561178196.20713,0.0,51217.16388013587,51217.16388013587,0.0,0.16243316475788244,6083687.192838141,51217.16388013587,Low Probability,1.5127409171391843,,0.0,0,0.0,unga_alignment_score
GRL,Greenland,HIC,3326543974.39193,0.0,50093.73443313791,50093.73443313791,0.0,0.17007599712913807,5906609.152546867,50093.73443313791,Low Probability,1.4883113731227182,,0.0,0,0.0,unga_alignment_score
MWI,Malawi,LIC,11316411329.4619,0.0,43323.40951964705,43323.40951964705,0.0,0.04323811863065023,7401513.085674546,43323.40951964705,Low Probability,2.122736896787051,,0.0,0,0.0,unga_alignment_score
AND,Andorra,HIC,4039842405.48117,0.0,41980.219515630146,41980.219515630146,0.0,0.11736353100432334,5693635.3131948775,41980.219515630146,Low Probability,1.6779079609316703,,0.0,0,0.0,unga_alignment_score
SWZ,Eswatini,LMC,4858885840.77236,0.0,39151.117724378346,39151.117724378346,0.0,0.09100397352093781,5912944.4492741665,39151.117724378346,Low Probability,1.7991919369473588,,0.0,0,0.0,unga_alignment_score
FJI,Fiji,UMC,5968125909.27126,0.0,38627.2785429863,38627.2785429863,0.0,0.07309859339533747,6110285.644437125,38627.2785429863,Low Probability,1.8988796894899715,,0.0,0,0.0,unga_alignment_score
SYC,Seychelles,HIC,2167239562.46013,0.0,34768.228105667666,34768.228105667666,0.0,0.1811876214764963,4348996.762080493,34768.228105667666,Low Probability,1.4542077361730137,,0.0,0,0.0,unga_alignment_score
BLZ,Belize,UMC,3203631800.0,0.0,31439.635778212592,31439.635778212592,0.0,0.1108377742058671,4604280.541627205,31439.635778212592,Low Probability,1.7057475130864859,,0.0,0,0.0,unga_alignment_score
ATG,Antigua and Barbuda,HIC,2207622874.07407,0.0,28917.60404205694,28917.60404205694,0.0,0.14794159856537692,3960748.395128867,28917.60404205694,Low Probability,1.5615369003705453,,0.0,0,0.0,unga_alignment_score
SLE,Sierra Leone,LIC,6971127235.3123,0.0,28782.441311538176,28782.441311538176,0.0,0.04663129795718457,5788173.665776219,28782.441311538176,Low Probability,2.0916978363682492,,0.0,0,0.0,unga_alignment_score
SUR,Suriname,UMC,4416775112.09627,0.0,26527.638049547135,26527.638049547135,0.0,0.06783380552122631,4731036.4293173915,26527.638049547135,Low Probability,1.9319784349995615,,0.0,0,0.0,unga_alignment_score
CPV,Cabo Verde,UMC,2725414150.72735,0.0,24571.293971224248,24571.293971224248,0.0,0.10182359048451117,3282707.1455911244,24571.293971224248,Low Probability,1.7464118444657508,,0.0,0,0.0,unga_alignment_score
BTN,Bhutan,LMC,3012896789.24928,0.0,24369.86341669122,24369.86341669122,0.0,0.09135277117905155,3724782.9941964736,24369.86341669122,Low Probability,1.797413989384015,,0.0,0,0.0,unga_alignment_score
LCA,St. Lucia,UMC,2549062962.96296,0.0,19069.626412921578,19069.626412921578,0.0,0.08449178938082808,3375851.9138644706,19069.626412921578,Low Probability,1.8334395699756094,,0.0,0,0.0,unga_alignment_score
SXM,Sint Maarten (Dutch part),HIC,1797836665.95136,0.0,16487.473405058543,16487.473405058543,0.0,0.10357543364460309,2815384.561698449,16487.473405058543,Low Probability,1.7382917806882792,,0.0,0,0.0,unga_alignment_score
LBR,Liberia,LIC,4779300900.0,0.0,16043.254456443794,16043.254456443794,0.0,0.03791237428693163,3939184.333866221,16043.254456443794,Low Probability,2.1758949305951027,,0.0,0,0.0,unga_alignment_score
LSO,Lesotho,LMC,2271759454.51107,0.0,15762.216977842929,15762.216977842929,0.0,0.07836242064450878,3220965.247827588,15762.216977842929,Low Probability,1.8676840609084409,,0.0,0,0.0,unga_alignment_score
TCA,Turks and Caicos Islands,HIC,1745378000.0,0.0,15679.785328618864,15679.785328618864,0.0,0.10146201911199271,2722847.8219990856,15679.785328618864,Low Probability,1.7481015860693847,,0.0,0,0.0,unga_alignment_score
MNP,Northern Mariana Islands,HIC,1096000000.0,0.0,12776.69401050021,12776.69401050021,0.0,0.13166211445844977,2138553.8091216665,12776.69401050021,Low Probability,1.6208974811318146,,0.0,0,0.0,unga_alignment_score
ASM,American Samoa,HIC,871000000.0,0.0,11400.539396461563,11400.539396461563,0.0,0.14782916720859446,1890736.9212122944,11400.539396461563,Low Probability,1.5619293369573835,,0.0,0,0.0,unga_alignment_score
TLS,Timor-Leste,LMC,1865608515.41321,0.0,11174.232290505204,11174.232290505204,0.0,0.06764723740994309,2347861.5879377434,11174.232290505204,Low Probability,1.933189579918092,,0.0,0,0.0,unga_alignment_score
SLB,Solomon Islands,LMC,1583964703.75061,0.0,11060.12625793276,11060.12625793276,0.0,0.07886194255983825,2079462.7786802193,11060.12625793276,Low Probability,1.8648133388469361,,0.0,0,0.0,unga_alignment_score
GMB,"Gambia, The",LIC,2404888749.21907,0.0,10619.94174192723,10619.94174192723,0.0,0.0498746693345929,2555441.23559244,10619.94174192723,Low Probability,2.0637613230763545,,0.0,0,0.0,unga_alignment_score
WSM,Samoa,UMC,1175749785.65113,0.0,10008.47721960336,10008.47721960336,0.0,0.09614041276912622,2099776.5925666997,10008.47721960336,Low Probability,1.7735437203276285,,0.0,0,0.0,unga_alignment_score
CAF,Central African Republic,LIC,2751494281.06887,0.0,9852.584694687426,9852.584694687426,0.0,0.04044216977303172,2502299.271387884,9852.584694687426,Low Probability,2.149903032854555,,0.0,0,0.0,unga_alignment_score
KNA,St. Kitts and Nevis,HIC,1122388888.88889,0.0,9714.117074763222,9714.117074763222,0.0,0.09774912087818971,1953102.5491451067,9714.117074763222,Low Probability,1.7657365947452206,,0.0,0,0.0,unga_alignment_score
GRD,Grenada,UMC,1371918518.51852,0.0,9640.451862242317,9640.451862242317,0.0,0.07936370930056363,2004916.7036116545,9640.451862242317,Low Probability,1.8619445738830653,,0.0,0,0.0,unga_alignment_score
GNB,Guinea-Bissau,LIC,2218393804.54798,0.0,9237.160584918156,9237.160584918156,0.0,0.04702759134855534,2139620.551937173,9237.160584918156,Low Probability,2.088198245040657,,0.0,0,0.0,unga_alignment_score
VCT,St. Vincent and the Grenadines,UMC,1157207407.40741,0.0,8272.460405356442,8272.460405356442,0.0,0.08073770083215298,1765071.6319427837,8272.460405356442,Low Probability,1.8541638061303451,,0.0,0,0.0,unga_alignment_score
BDI,Burundi,LIC,3082433067.32634,0.0,7416.539727895385,7416.539727895385,0.0,0.027174437183318537,2540255.14797612,7416.539727895385,Low Probability,2.3061152221410217,,0.0,0,0.0,unga_alignment_score
VUT,Vanuatu,LMC,1117972034.22642,0.0,7272.98163461558,7272.98163461558,0.0,0.07347412734075373,1574627.6410584187,7272.98163461558,Low Probability,1.8965943359514397,,0.0,0,0.0,unga_alignment_score
COM,Comoros,LMC,1440991455.45188,0.0,7051.772859411594,7051.772859411594,0.0,0.05527004205771432,1776813.9868384073,7051.772859411594,Low Probability,2.0204985270432543,,0.0,0,0.0,unga_alignment_score
MAF,St. Martin (French part),HIC,649206262.847519,0.0,5200.783353360504,5200.783353360504,0.0,0.09047715745649543,1175331.3765163785,5200.783353360504,Low Probability,1.8018877201689605,,0.0,0,0.0,unga_alignment_score
TON,Tonga,UMC,591139749.44287,0.0,4892.805056389621,4892.805056389621,0.0,0.09348041570034504,889878.3360806794,4892.805056389621,Low Probability,1.7866851093132343,,0.0,0,0.0,unga_alignment_score
DMA,Dominica,UMC,688881481.481481,0.0,4769.271959699194,4769.271959699194,0.0,0.07819166544281365,1151858.326125813,4769.271959699194,Low Probability,1.8686687973984961,,0.0,0,0.0,unga_alignment_score
STP,Sao Tome and Principe,LMC,822154621.088897,0.0,4108.385628411894,4108.385628411894,0.0,0.056437866094085555,1147804.248459564,4108.385628411894,Low Probability,2.011602363888968,,0.0,0,0.0,unga_alignment_score
FSM,"Micronesia, Fed. Sts.",LMC,471425099.488675,0.0,3897.964973201288,3897.964973201288,0.0,0.09338521360343044,1044492.568510988,3897.964973201288,Low Probability,1.787160967596197,,0.0,0,0.0,unga_alignment_score
PLW,Palau,HIC,276733062.744141,0.0,3128.664896865812,3128.664896865812,0.0,0.12768823546302455,373603.755769635,3128.664896865812,Low Probability,1.6362390287082829,,0.0,0,0.0,unga_alignment_score
MHL,Marshall Islands,UMC,290108489.990234,0.0,2977.7645006232606,2977.7645006232606,0.0,0.11592651900547918,415010.2469666074,2977.7645006232606,Low Probability,1.6839320984910844,,0.0,0,0.0,unga_alignment_score
KIR,Kiribati,LMC,307862564.489711,0.0,2277.710132281444,2277.710132281444,0.0,0.08355923526294162,589374.0024891427,2277.710132281444,Low Probability,1.8385169265045131,,0.0,0,0.0,unga_alignment_score
NRU,Nauru,HIC,162588620.632234,0.0,2210.622630893712,2210.622630893712,0.0,0.1535597338577524,683504.8991303581,2210.622630893712,Low Probability,1.5422087811705862,,0.0,0,0.0,unga_alignment_score
TUV,Tuvalu,UMC,62280311.5852172,0.0,358.6285999140192,358.6285999140192,0.0,0.0650349827967396,157081.79498334334,358.6285999140192,Low Probability,1.9504434945658151,,0.0,0,0.0,unga_alignment_score
SVN,Slovenia,HIC,72972015197.3859,7760000.0,7558603.860646703,-201396.13935329672,1.0266446215552916,0.9050417620515937,136111168.72213128,7558603.860646703,High-Potential Prospect,0.18669163092024119,,0.0,0,0.0,unga_alignment_score
SVK,Slovak Republic,HIC,140934076532.375,3870000.0,3628901.965657059,-241098.0343429409,1.0664382881170742,0.9020453948183744,203187913.23137963,3628901.965657059,High-Potential Prospect,0.19163677875888946,,0.0,0,0.0,unga_alignment_score
HUN,Hungary,HIC,222722738925.641,23240000.0,22103636.128334135,-1136363.8716658652,1.0514107210717782,0.8817015022896116,217760694.18828923,22103636.128334135,High-Potential Prospect,0.22460433602038984,,0.0,100,50.0,unga_alignment_score
ROU,Romania,HIC,382564217988.866,6500000.0,5235750.89674434,-1264249.1032556603,1.2414647159859702,0.15457082120996707,74478825.93592972,5235750.89674434,Low Probability,1.538787341286023,,0.0,100,50.0,unga_alignment_score
CZE,Czechia,HIC,347034062928.479,20720000.0,19393480.241503697,-1326519.758496303,1.068400294427683,0.9008626079943465,507101019.75892645,19393480.241503697,High-Potential Prospect,0.1935819395186006,,0.0,100,50.0,unga_alignment_score
PRT,Portugal,HIC,313271185085.102,19970000.0,17421898.760761864,-2548101.2392381355,1.14625852636551,0.8725043662666219,270148045.94747347,17421898.760761864,Reliable Donor,0.23920719585970066,,0.0,0,0.0,unga_alignment_score
LUX,Luxembourg,HIC,93279851863.4062,82290000.0,78889725.12580356,-3400274.87419644,1.0431016189849072,0.9747141343550654,272690298.3921767,78889725.12580356,Reliable Donor,0.06053534795993825,,0.0,0,0.0,unga_alignment_score
LVA,Latvia,HIC,43684254432.3609,11500000.0,7376582.284466917,-4123417.7155330833,1.5589875577224812,0.8942704000051721,72615000.30719142,7376582.284466917,High-Potential Prospect,0.20435524966179938,,0.0,0,0.0,unga_alignment_score
LTU,Lithuania,HIC,84869215513.3648,12740000.0,8288634.493771518,-4451365.506228482,1.5370444926210047,0.9068012498005,138667303.58718956,8288634.493771518,High-Potential Prospect,0.18377581278575755,,0.0,0,0.0,unga_alignment_score
EST,Estonia,HIC,43130419829.35,6560000.0,1668035.3226061915,-4891964.677393809,3.9327704342318404,0.2343197499888533,28666050.766508434,1668035.3226061915,Emerging Prospect,1.309360809469737,,0.0,0,0.0,unga_alignment_score
HRV,Croatia,HIC,92983810328.9088,6500000.0,781530.5656929584,-5718469.434307042,8.317013160242372,0.17416405924469297,31631805.49896254,781530.5656929584,Low Probability,1.475578009662131,,0.0,100,50.0,unga_alignment_score
CYP,Cyprus,HIC,37634533331.8902,7760000.0,1673096.013620007,-6086903.986379993,4.638107996689333,0.19597362794793488,18028434.890097994,1673096.013620007,Low Probability,1.4111295060507314,,0.0,0,0.0,unga_alignment_score
IRL,Ireland,HIC,609157459747.205,153210000.0,145216322.96364483,-7993677.036355168,1.055046683962356,0.9497720869304056,1140631214.898381,145216322.96364483,Reliable Donor,0.10898432783808995,,0.0,0,0.0,unga_alignment_score
AUS,Australia,HIC,1757022451652.83,285000000.0,276003393.8961611,-8996606.10383892,1.0325959981029207,0.9192203159244956,2154567418.5591173,276003393.8961611,Reliable Donor,0.1629203533141218,,0.0,0,0.0,unga_alignment_score
POL,Poland,HIC,917767106146.761,40670000.0,26299672.415546965,-14370327.584453035,1.5464070942555947,0.8816501351730412,814728332.9589603,26299672.415546965,High-Potential Prospect,0.2246863701717106,,0.0,100,50.0,unga_alignment_score
ESP,Spain,HIC,1725671652742.19,433400000.0,411139327.03219527,-22260672.96780473,1.0541438668212384,0.8694178220865211,1537881229.833177,411139327.03219527,Reliable Donor,0.24407145055274312,,0.0,0,0.0,unga_alignment_score
ITA,Italy,HIC,2380825077243.59,794200000.0,771186675.8804948,-23013324.119505167,1.0298414441525847,0.8735753278873903,1787343289.2080946,771186675.8804948,Reliable Donor,0.2375152746452271,,0.0,0,0.0,unga_alignment_score
JPN,Japan,HIC,4027597523550.58,2772140000.0,2748485199.6924143,-23654800.307585716,1.0086064863329929,0.8932006273181887,4435020588.438276,2748485199.6924143,Reliable Donor,0.20609308833923895,,0.0,0,0.0,unga_alignment_score
NZL,New Zealand,HIC,260172385097.616,65000000.0,40869404.49591343,-24130595.50408657,1.590431786362324,0.9077433715629979,408231010.6653951,40869404.49591343,Reliable Donor,0.182210783115454,,0.0,0,0.0,unga_alignment_score
KWT,Kuwait,HIC,160227273053.334,95000000.0,25169439.989708893,-69830560.0102911,3.7744185027097523,0.12592559506765433,276053012.2503708,25169439.989708893,Reliable Donor,1.6431624598312338,,0.0,0,0.0,unga_alignment_score
DNK,Denmark,HIC,424524722037.047,479320000.0,395453659.38858145,-83866340.61141855,1.2120762790287134,0.9189189069122912,1099232620.2301786,395453659.38858145,Reliable Donor,0.16343261713295174,,0.0,0,0.0,unga_alignment_score
NOR,Norway,HIC,483592648313.301,468210000.0,376263741.39859015,-91946258.60140985,1.2443665133920192,0.895037102035455,1408816236.5893378,376263741.39859015,Reliable Donor,0.20310800164019588,,0.0,0,0.0,unga_alignment_score
KOR,"Korea, Rep.",HIC,1875388209406.8,620100000.0,498046609.66578424,-122053390.33421576,1.245064192719071,0.8997567378081532,1733364035.0321796,498046609.66578424,Reliable Donor,0.19539716580248007,,0.0,0,0.0,unga_alignment_score
GBR,United Kingdom,HIC,3686033044482.13,2519560000.0,2267333255.03731,-252226744.96268988,1.111243790211395,0.9085655381098514,5059890695.802314,2267333255.03731,Reliable Donor,0.18084284750192675,,0.0,0,0.0,unga_alignment_score
CHN,China,UMC,18743803170827.2,1500050000.0,72051347.13835624,-1427998652.8616438,20.819180481379988,0.053005674124813204,5826350470.345814,72051347.13835624,Low Probability,2.038204771219149,,0.0,100,50.0,unga_alignment_score
ERI,Eritrea,LIC,,0.0,,,,0.004956134949454933,0.03879629627722169,,Low Probability,2.894733009115812,,0.0,0,0.0,unga_alignment_score
PRK,"Korea, Dem. People's Rep.",LIC,,0.0,,,,0.005078318710499357,0.03909862541708529,,Low Probability,2.887031785786896,,0.0,0,0.0,unga_alignment_score
SSD,South Sudan,LIC,,0.0,,,,0.004506861549855197,0.037645180045903615,,Low Probability,2.9246150060185028,,0.0,0,0.0,unga_alignment_score
